timestamp,price,signal
2025-07-28 14:41:07,3789.4,🟢 COMPRA
2025-07-28 14:41:22,3790.81,🟢 COMPRA
2025-07-28 14:41:38,3790.81,🟢 COMPRA
2025-07-28 14:41:53,3790.81,🟢 COMPRA
2025-07-28 14:42:07,3790.81,🟢 COMPRA
2025-07-28 14:42:22,3790.1,🟢 COMPRA
2025-07-28 14:42:37,3790.1,🟢 COMPRA
2025-07-28 14:43:09,3790.1,🟢 COMPRA
2025-07-28 14:43:24,3789.74,🟢 COMPRA
2025-07-28 14:43:39,3789.74,🟢 COMPRA
2025-07-28 14:43:56,3789.74,🟢 COMPRA
2025-07-28 14:44:10,3789.74,🟢 COMPRA
2025-07-28 14:44:57,3789.47,🟢 COMPRA
2025-07-28 14:45:12,3789.47,🟢 COMPRA
2025-07-28 14:45:27,3791.18,🟢 COMPRA
2025-07-28 14:45:41,3791.18,🟢 COMPRA
2025-07-28 14:45:56,3791.18,🟢 COMPRA
2025-07-28 14:46:59,3791.71,🟢 COMPRA
2025-07-28 14:47:13,3791.71,🟢 COMPRA
2025-07-28 14:47:30,3791.16,🟢 COMPRA
2025-07-28 14:47:45,3791.16,🟢 COMPRA
2025-07-28 14:47:59,3791.16,🟢 COMPRA
2025-07-28 14:48:58,3790.74,🟢 COMPRA
2025-07-28 14:49:13,3790.74,🟢 COMPRA
2025-07-28 14:49:30,3790.53,🟢 COMPRA
2025-07-28 14:49:47,3790.53,🟢 COMPRA
2025-07-28 14:50:05,3790.53,🟢 COMPRA
2025-07-28 14:50:21,3790.53,🟢 COMPRA
2025-07-28 14:50:37,3790.68,🟢 COMPRA
2025-07-28 14:51:16,3790.68,🟢 COMPRA
2025-07-28 14:51:32,3790.4,🟢 COMPRA
2025-07-28 14:51:47,3790.4,🟢 COMPRA
2025-07-28 14:52:03,3790.4,🟢 COMPRA
2025-07-28 14:52:35,3789.87,🟢 COMPRA
2025-07-28 14:52:51,3789.87,🟢 COMPRA
2025-07-28 14:53:06,3789.87,🟢 COMPRA
2025-07-28 14:53:20,3789.87,🟢 COMPRA
2025-07-28 14:53:35,3789.87,🟢 COMPRA
2025-07-28 14:53:50,3789.45,🟢 COMPRA
2025-07-28 14:54:12,3789.45,🟢 COMPRA
2025-07-28 14:54:31,3789.22,🟢 COMPRA
2025-07-28 14:54:50,3789.22,🟢 COMPRA
2025-07-28 14:55:10,3789.22,🟢 COMPRA
2025-07-28 14:55:25,3789.22,🟢 COMPRA
2025-07-28 14:55:49,3789.29,🟢 COMPRA
2025-07-28 14:56:08,3789.29,🟢 COMPRA
2025-07-28 14:56:25,3789.29,🟢 COMPRA
2025-07-28 14:56:40,3789.24,🟢 COMPRA
2025-07-28 14:57:03,3789.24,🟢 COMPRA
2025-07-28 14:57:19,3789.24,🟢 COMPRA
