timestamp,price,signal
2025-07-28 14:41:04,118136,🔴 VENTA
2025-07-28 14:41:21,118136,🔴 VENTA
2025-07-28 14:41:37,118136,🔴 VENTA
2025-07-28 14:41:52,118136,🔴 VENTA
2025-07-28 14:42:06,118141,🔴 VENTA
2025-07-28 14:42:21,118141,🔴 VENTA
2025-07-28 14:43:06,118164,🔴 VENTA
2025-07-28 14:43:23,118164,🔴 VENTA
2025-07-28 14:43:55,118164,🔴 VENTA
2025-07-28 14:44:09,118143,🔴 VENTA
2025-07-28 14:44:25,118143,🔴 VENTA
2025-07-28 14:44:56,118143,🔴 VENTA
2025-07-28 14:45:11,118162,🔴 VENTA
2025-07-28 14:45:25,118162,🔴 VENTA
2025-07-28 14:45:40,118162,🔴 VENTA
2025-07-28 14:46:09,118174,🔴 VENTA
2025-07-28 14:46:43,118189,🔴 VENTA
2025-07-28 14:46:58,118174,🔴 VENTA
2025-07-28 14:47:12,118189,🔴 VENTA
2025-07-28 14:47:28,118189,🔴 VENTA
2025-07-28 14:47:44,118189,🔴 VENTA
2025-07-28 14:48:13,118195,🔴 VENTA
2025-07-28 14:48:27,118195,🔴 VENTA
2025-07-28 14:49:12,118184,🔴 VENTA
2025-07-28 14:49:46,118171,🔴 VENTA
2025-07-28 14:50:03,118171,🔴 VENTA
2025-07-28 14:50:20,118171,🔴 VENTA
2025-07-28 14:50:36,118171,🔴 VENTA
2025-07-28 14:50:51,118174,🔴 VENTA
2025-07-28 14:51:15,118174,🔴 VENTA
2025-07-28 14:51:45,118174,🔴 VENTA
2025-07-28 14:52:00,118174,🔴 VENTA
2025-07-28 14:52:16,118169,🔴 VENTA
2025-07-28 14:52:50,118142,🔴 VENTA
2025-07-28 14:53:05,118142,🔴 VENTA
2025-07-28 14:53:19,118142,🔴 VENTA
2025-07-28 14:53:34,118142,🔴 VENTA
2025-07-28 14:53:49,118137,🔴 VENTA
2025-07-28 14:54:10,118137,🔴 VENTA
2025-07-28 14:54:30,118137,🔴 VENTA
2025-07-28 14:54:49,118137,🔴 VENTA
2025-07-28 14:55:04,118137,🔴 VENTA
2025-07-28 14:55:24,118134,🔴 VENTA
2025-07-28 14:55:45,118134,🔴 VENTA
2025-07-28 14:56:07,118131,🔴 VENTA
2025-07-28 14:56:22,118131,🔴 VENTA
2025-07-28 14:56:39,118131,🔴 VENTA
2025-07-28 14:57:02,118131,🔴 VENTA
2025-07-28 14:57:17,118132,🔴 VENTA
