timestamp,price,signal
2025-07-27 01:19:07,186.03,🟢 COMPRA
2025-07-27 01:19:22,186.03,🟢 COMPRA
2025-07-27 01:19:38,186.03,🟢 COMPRA
2025-07-27 01:19:54,186.03,🟢 COMPRA
2025-07-27 01:20:09,186.03,🟢 COMPRA
2025-07-27 01:20:28,186.04,🟢 COMPRA
2025-07-27 01:20:50,186.05,🟢 COMPRA
2025-07-27 01:21:09,186.04,🟢 COMPRA
2025-07-27 01:21:25,186.04,🟢 COMPRA
2025-07-27 01:21:47,186.04,🟢 COMPRA
2025-07-27 01:22:13,186.03,🟢 COMPRA
2025-07-27 01:22:27,186.03,🟢 COMPRA
2025-07-27 01:22:42,186.03,🟢 COMPRA
2025-07-27 01:23:11,186.03,🟢 COMPRA
2025-07-27 01:23:26,186.03,🟢 COMPRA
2025-07-27 01:23:44,186.03,🟢 COMPRA
2025-07-27 01:24:00,186.01,🟢 COMPRA
