timestamp,price,signal
2025-07-27 01:19:08,0.236705,🟢 COMPRA
2025-07-27 01:19:24,0.236705,🟢 COMPRA
2025-07-27 01:19:39,0.236705,🟢 COMPRA
2025-07-27 01:19:55,0.236777,🟢 COMPRA
2025-07-27 01:20:33,0.236777,🟢 COMPRA
2025-07-27 01:20:54,0.236762,🟢 COMPRA
2025-07-27 01:21:11,0.236762,🟢 COMPRA
2025-07-27 01:21:27,0.236762,🟢 COMPRA
2025-07-27 01:21:58,0.236762,🟢 COMPRA
2025-07-27 01:22:14,0.23677,🟢 COMPRA
2025-07-27 01:22:28,0.23677,🟢 COMPRA
2025-07-27 01:22:57,0.236788,🟢 COMPRA
2025-07-27 01:23:12,0.236788,🟢 COMPRA
2025-07-27 01:23:46,0.238066,🟢 COMPRA
2025-07-27 01:24:01,0.238066,🟢 COMPRA
